,Model,Bio_term,Title,Link,Citations,Year
1144,{'linear regression'},{'conservation'},Water conservation behavior in Australia,https://www.sciencedirect.com/science/article/pii/S0301479712001612,195.0,2012.0
1096,{'ordinary least squares'},{'evolution'},Time-varying linear regression via flexible least squares,https://www.sciencedirect.com/science/article/pii/0898122189900916,192.0,1989.0
1049,{'ordinary least squares'},{'neurobiology'},The effect of ageing on f MRI: Correction for the confounding effects of vascular reactivity evaluated by joint f MRI and MEG in 335 adults,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.22768,191.0,2015.0
680,{'linear regression'},{'phylogenomics'},"Monocot plastid phylogenomics, timeline, net rates of species diversification, the power of multi‐gene analyses, and a functional model for the origin of monocots",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1178,190.0,2018.0
673,{'linear regression'},{'evolution'},Molecular evolution of hepatitis B virus over 25 years,https://journals.asm.org/doi/abs/10.1128/jvi.00996-06,190.0,2006.0
1149,"{'ordinary least squares', 'OLS'}",{'environmental biology'},What is the observed relationship between species richness and productivity? Comment,https://www.jstor.org/stable/3450082,185.0,2003.0
482,{'linear regression'},{'disease ecology'},Globalization of human infectious disease,https://www.jstor.org/stable/27651319,185.0,2007.0
108,{'linear regression'},{'disease ecology'},An investigation into the cyclical incidence of dengue fever,https://www.sciencedirect.com/science/article/pii/S0277953600004433,185.0,2001.0
592,{'linear regression'},{'disease classification'},Locally linear embedding (LLE) for MRI based Alzheimer's disease classification,https://www.sciencedirect.com/science/article/pii/S1053811913006708,184.0,2013.0
984,{'linear regression'},{'biology'},Statistical methods in biology: design and analysis of experiments and regression,https://books.google.com/books?hl=en&lr=&id=UpVBBAAAQBAJ&oi=fnd&pg=PP1&dq=%22linear+regression%22+%22biology%22&ots=CAeBfw9IkA&sig=YIRt3H6pn7sGrLn4xn-FcYa91j8,182.0,2014.0
282,{'linear regression'},{'conservation'},Delay in initiating adjuvant radiotherapy following breast conservation surgery and its impact on survival,https://www.sciencedirect.com/science/article/pii/S0360301606005839,182.0,2006.0
231,{'linear regression'},{'microbiology'},Comparison of logistic regression and linear regression in modeling percentage data,https://journals.asm.org/doi/abs/10.1128/AEM.67.5.2129-2135.2001,182.0,2001.0
1154,{'OLS'},{'developmental biology'},Wnt signaling controls the timing of oligodendrocyte development in the spinal cord,https://www.sciencedirect.com/science/article/pii/S0012160605001909,181.0,2005.0
316,{'OLS'},{'developmental biology'},Differential modulation of BMP signaling promotes the elaboration of cerebral cortical GABAergic neurons or oligodendrocytes from a common sonic hedgehog …,https://www.pnas.org/doi/abs/10.1073/pnas.232586699,180.0,2002.0
122,{'linear regression'},{'immunology'},Antibodies to oxidized LDL and LDL-containing immune complexes as risk factors for coronary artery disease in diabetes mellitus,https://www.sciencedirect.com/science/article/pii/S1521661698946319,179.0,1999.0
1040,"{'ordinary least squares', 'OLS'}",{'biogeography'},The biogeography of invasive alien plants in California: an application of GIS and spatial regression analysis,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1472-4642.2004.00054.x,178.0,2004.0
166,{'linear regression'},{'developmental biology'},Biochemical studies of growing mouse oocytes: preparation of oocytes and analysis of glucose-6-phosphate dehydrogenase and lactate dehydrogenase activities,https://www.sciencedirect.com/science/article/pii/0012160675900615,177.0,1975.0
486,{'linear regression'},{'developmental biology'},Growth regulation in Hydra: relationship between epithelial cell cycle length and growth rate,https://www.sciencedirect.com/science/article/pii/0012160684900459,177.0,1984.0
929,"{'ordinary least squares', 'OLS'}",{'phylogenetics'},"Rs for Correlated Data: Phylogenetic Models, LMMs, and GLMMs",https://academic.oup.com/sysbio/article-abstract/68/2/234/5098616,176.0,2019.0
572,"{'ordinary least squares', 'OLS'}","{'bioinformatics', 'systems biology'}",Learning causal networks from systems biology time course data: an effective model selection procedure for the vector autoregressive process,https://link.springer.com/article/10.1186/1471-2105-8-S2-S3,175.0,2007.0
948,{'linear regression'},{'medical imaging'},Sparse brain network recovery under compressed sensing,https://ieeexplore.ieee.org/abstract/document/5744125/,175.0,2011.0
363,{'OLS'},{'biogeography'},Eight (and a half) deadly sins of spatial analysis,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2699.2011.02637.x,172.0,2012.0
830,{'ordinary least squares'},{'bioinformatics'},Predicting transcription factor activities from combined analysis of microarray and ChIP data: a partial least squares approach,https://link.springer.com/article/10.1186/1742-4682-2-23,172.0,2005.0
910,{'OLS'},{'genomics'},Resource allocation for maximizing prediction accuracy and genetic gain of genomic selection in plant breeding: a simulation experiment,https://academic.oup.com/g3journal/article-abstract/3/3/481/6025701,171.0,2013.0
1155,{'linear regression'},{'developmental biology'},Z‐scores of the fetal aortic isthmus and duct: an aid to assessing arch hypoplasia,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/uog.4021,170.0,2007.0
891,{'linear regression'},"{'biodiversity', 'conservation'}",Regression models for spatial prediction: their role for biodiversity and conservation,https://link.springer.com/article/10.1023/A:1021354914494,169.0,2002.0
140,{'linear regression'},{'neurobiology'},Association between IL-8 cytokine and cognitive performance in an elderly general population—the MEMO-Study,https://www.sciencedirect.com/science/article/pii/S0197458006004647,169.0,2008.0
608,{'ordinary least squares'},{'immunology'},Maintenance versus growth: investigating the costs of immune activation among children in lowland Bolivia,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.20831,169.0,2008.0
1123,{'linear regression'},{'genetics'},Use of AMMI and linear regression models to analyze genotype-environment interaction in durum wheat,https://link.springer.com/article/10.1007/BF00226903,168.0,1992.0
857,{'linear regression'},{'disease classification'},Protocols for disease classification from mass spectrometry data,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200300519,167.0,2003.0
57,{'linear regression'},{'paleontology'},A statistical study of Rhamphorhynchus from the Solnhofen Limestone of Germany: year-classes of a single large species,https://www.cambridge.org/core/journals/journal-of-paleontology/article/statistical-study-of-rhamphorhynchus-from-the-solnhofen-limestone-of-germany-yearclasses-of-a-single-large-species/AA8B5E9941FEDEEAAD5DDA4DA2F54778,167.0,1995.0
561,{'linear regression'},{'biology'},Is it the intervention or the students? Using linear regression to control for student characteristics in undergraduate STEM education research,https://www.lifescied.org/doi/abs/10.1187/cbe-13-07-0136,165.0,2014.0
897,{'linear regression'},{'environmental biology'},"Relationships between condition factors, parasite load and paternity in bluegill sunfish, Lepomis macrochirus.",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=10639638b39abdd69a4d74ea7396797804757a04,165.0,2004.0
172,{'OLS'},"{'biodiversity', 'conservation'}","Biodiversity, governance, and the allocation of international aid for conservation",https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1755-263X.2012.00270.x,165.0,2013.0
638,{'linear regression'},{'neurobiology'},Microglial activation in healthy aging,https://www.sciencedirect.com/science/article/pii/S0197458010003969,165.0,2012.0
94,{'OLS'},{'metabolomics'},An LC-MS-based metabolomics approach for exploring urinary metabolome modifications after cocoa consumption,https://pubs.acs.org/doi/abs/10.1021/pr900470a,163.0,2009.0
479,{'linear regression'},{'biodiversity'},Global patterns of stream detritivore distribution: implications for biodiversity loss in changing climates,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1466-8238.2011.00673.x,161.0,2012.0
1108,{'linear regression'},{'biology'},Turkish high school students' biology achievement in relation to academic self-regulation,https://www.tandfonline.com/doi/abs/10.1080/13803610600853749,161.0,2007.0
717,{'linear regression'},{'metabolomics'},Normalization and integration of large-scale metabolomics data using support vector regression,https://link.springer.com/article/10.1007/s11306-016-1026-5,158.0,2016.0
1110,{'OLS'},{'phylogenomics'},Type III polyketide synthases: functional classification and phylogenomics,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cbic.201600522,157.0,2017.0
456,"{'ordinary least squares', 'OLS'}",{'genomics'},Gene network inference via structural equation modeling in genetical genomics experiments,https://academic.oup.com/genetics/article-abstract/178/3/1763/6061470,156.0,2008.0
219,{'linear regression'},{'phylogenetics'},"Community phylogenetics at the biogeographical scale: cold tolerance, niche conservatism and the structure of N orth A merican forests",https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.12171,155.0,2014.0
834,{'linear regression'},"{'genomics', 'genetics', 'bioinformatics'}",Prediction of gene expression patterns with generalized linear regression model,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2019.00120/full,154.0,2019.0
1151,{'OLS'},{'bioinformatics'},Which missing value imputation method to use in expression profiles: a comparative study and two selection schemes,https://link.springer.com/article/10.1186/1471-2105-9-12,153.0,2008.0
621,{'linear regression'},{'environmental biology'},"Maturation and Reproductive Biology of Female Wild Carp, Cyprinus carpio, in Victoria, Australia",https://link.springer.com/article/10.1023/A:1027381304091,153.0,2003.0
623,{'ordinary least squares'},{'genetics'},Maximum likelihood estimation of genetic components of variation,https://www.jstor.org/stable/2527688,153.0,1960.0
539,{'ordinary least squares'},{'environmental biology'},Influences of spatial and temporal variation on fish-habitat relationships defined by regression quantiles,https://www.tandfonline.com/doi/full/10.1577/1548-8659(2002)131%3C0086:IOSATV%3E2.0.CO;2,153.0,2002.0
684,{'linear regression'},{'environmental biology'},"Morphometry of the stone loach, Barbatula barbatula: do mensural characters reflect the species' life history thresholds?",https://link.springer.com/article/10.1023/A:1007570716690,152.0,1999.0
582,{'linear regression'},{'bioinformatics'},Linear regression and two-class classification with gene expression data,https://academic.oup.com/bioinformatics/article-abstract/19/16/2072/242357,151.0,2003.0
1135,{'linear regression'},{'genomics'},Variable selection and regression analysis for graph-structured covariates with an application to genomics,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3423227/,150.0,2010.0
647,{'OLS'},{'disease classification'},Miscoding and misclassification of ischaemic heart disease mortality,https://apps.who.int/iris/bitstream/handle/10665/67774/a78631.pdf,150.0,2001.0
591,{'ordinary least squares'},"{'genetics', 'bioinformatics'}",Linking gene expression data with patient survival times using partial least squares,https://www.academia.edu/download/30706937/S120.full.pdf,149.0,2002.0
547,{'OLS'},{'systems biology'},Integrated systems analysis reveals a molecular network underlying autism spectrum disorders,https://www.embopress.org/doi/abs/10.15252/msb.20145487,145.0,2014.0
749,{'ordinary least squares'},{'evolution'},"Ordinary least square regression, orthogonal regression, geometric mean regression and their applications in aerosol science",https://iopscience.iop.org/article/10.1088/1742-6596/78/1/012084/meta,145.0,2007.0
637,{'OLS'},{'microbiology'},Microbiology and physiology of cachaça (aguardente) fermentations,https://link.springer.com/article/10.1023/A:1010225117654,143.0,2001.0
244,{'linear regression'},{'microbiology'},Computational neural networks for predictive microbiology II. Application to microbial growth,https://www.sciencedirect.com/science/article/pii/S0168160596011695,142.0,1997.0
641,{'linear regression'},{'environmental biology'},Migration speeds and orientation of Atlantic salmon and sea trout post-smolts in a Norwegian fjord system,https://link.springer.com/article/10.1007/s10641-004-1264-7,141.0,2004.0
726,{'OLS'},{'biology'},OLS with multiple high dimensional category variables,https://www.sciencedirect.com/science/article/pii/S0167947313001266,141.0,2013.0
1005,{'linear regression'},{'immunology'},Systemic inflammation in older adults with asthma-COPD overlap syndrome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4077958/,140.0,2014.0
398,{'ordinary least squares'},{'conservation'},Evaluating forest conservation policies in developing countries using remote sensing data: An introduction and practical guide,https://www.sciencedirect.com/science/article/pii/S1389934113000671,139.0,2013.0
